,Spleen_NK_1,Spleen_NK_2,Spleen_NK_3,Spleen_NK_4,Spleen_NK_5,Spleen_ILC1_1,Spleen_ILC1_2,Spleen_ILC1_3
Gm14843,0,0,0,0,0,0,0,0
Gm14845,7,3,0,1,1,3,1,1
Gm14846,0,0,0,0,0,0,0,0
Gm14847,0,0,0,0,1,0,0,0
Gm14848,0,0,0,0,0,0,0,0
Gm14849,0,0,0,0,0,0,0,0
Gm14851,0,0,0,0,0,0,0,0
Gm14852,0,0,0,1,0,0,0,0
Gm14853,6,5,4,6,6,2,0,1
Gm14854,0,1,0,0,1,0,0,0
Gm14855,0,0,0,0,0,0,0,0
Gm14856,0,0,0,0,3,0,0,0
Gm14857,0,3,1,2,4,4,4,4
Gm14858,0,1,2,2,2,1,1,0
Gm14859,0,0,0,0,2,0,0,0
Gm14860,0,0,0,0,0,0,0,0
Gm14861,0,2,0,1,0,0,0,0
Gm14862,1,2,0,1,0,0,1,0
Gm14863,0,2,0,0,0,0,0,0
Gm14864,1,0,0,0,0,0,0,0
Gm14865,0,0,0,0,0,0,0,0
Gm14866,0,0,0,0,0,0,2,0
Gm14867,1,0,0,2,4,0,0,0
Gm14868,0,0,0,0,0,0,0,0
Gm14869,6,7,1,2,7,0,1,0
Gm14870,1,0,0,0,0,0,0,1
Gm14871,0,0,0,0,0,0,0,0
Gm14874,0,0,0,0,0,0,0,0
Gm14875,0,0,0,0,0,0,0,0
Gm14876,0,0,0,0,0,0,0,0
Gm14877,0,0,0,0,0,0,1,0
Gm14878,0,0,0,0,0,0,0,0
Gm14879,0,0,0,0,0,4,0,0
Gm14880,0,0,0,0,1,0,0,0
Gm14881,0,0,0,0,0,0,0,0
Gm14882,0,0,0,0,0,0,0,0
Gm14883,0,0,0,0,0,0,0,0
Gm14884,0,0,0,0,0,0,0,0
Gm14885,0,0,0,0,0,0,0,0
Gm14886,0,0,0,0,0,0,0,0
Gm14887,0,0,1,0,0,0,0,0
Gm14890,3,0,1,2,3,1,0,0
Gm14891,0,0,0,0,0,0,0,0
Gm14892,0,0,0,0,0,0,1,0
Gm14893,0,0,0,0,0,0,0,0
Gm14894,0,2,0,1,0,0,0,0
Gm14895,0,9,0,6,9,6,0,0
Gm14896,0,0,0,0,7,0,0,0
Gm14897,2,3,0,1,2,2,1,2
Gm14898,0,0,0,0,0,0,0,0
Gm14899,0,0,0,0,2,0,0,0
Gm14900,0,0,0,0,2,0,0,0
Gm14901,0,0,0,0,1,0,0,0
Gm14902,0,0,0,0,0,0,0,0
Gm14903,0,0,0,0,0,0,0,0
Gm14904,0,0,0,0,0,0,0,0
Gm14905,0,0,0,0,0,0,0,0
Gm14906,0,0,0,0,0,0,0,0
Gm14907,0,0,0,0,0,0,0,0
Gm14908,0,0,0,0,0,0,0,0
Gm14909,0,0,0,0,0,0,0,0
Gm14910,0,0,0,2,2,0,0,0
Gm14911,0,0,0,2,0,0,0,0
Gm14912,0,1,0,0,1,0,0,0
Gm14913,0,0,0,0,0,0,0,0
Gm14914,0,0,0,0,0,0,0,0
Gm14915,0,1,0,0,1,1,0,0
Gm14916,0,0,0,0,0,0,0,0
Gm14917,0,0,0,0,0,0,0,0
Gm14918,0,0,0,0,0,0,0,0
Gm14919,0,0,0,0,0,0,0,0
Gm14921,0,0,0,0,1,1,0,0
Gm14922,0,0,0,0,0,0,0,0
Gm14923,0,0,0,0,0,0,0,0
Gm14925,0,2,0,0,0,0,0,1
Gm14926,0,0,0,0,0,0,0,0
Gm14927,0,0,0,0,1,0,0,0
Gm14928,5,8,4,1,4,0,5,7
Gm14929,0,0,0,0,0,0,0,0
Gm14930,0,0,0,0,0,0,0,0
Gm14931,0,0,0,0,0,0,0,0
Gm14932,0,0,0,0,1,0,0,0
Gm14933,0,0,0,0,0,0,0,0
Gm14935,0,0,0,0,2,0,0,0
Gm14936,0,0,0,0,7,0,0,0
Gm14937,0,0,0,0,0,0,0,0
Gm14938,0,0,0,0,2,0,0,0
Gm14939,0,0,1,0,0,1,3,0
Gm14940,0,0,0,0,0,0,0,0
Gm14942,1,1,0,0,0,0,0,0
Gm14943,0,0,0,0,0,0,1,0
Gm14945,0,0,0,0,0,0,0,0
Gm14946,0,0,0,0,2,0,0,0
Gm14947,0,0,0,0,3,0,0,0
Gm14950,0,0,0,0,2,0,0,0
Gm14951,0,0,0,0,1,0,0,0
Gm14957,1,1,0,0,0,1,0,0
Gm14963,0,1,0,0,0,2,1,5
Gm14964,0,1,0,0,0,3,4,8
Gm14965,0,0,0,0,0,0,0,0
Gm14966,140,107,45,60,35,52,26,32
Gm14967,0,0,0,0,0,0,0,0
Gm14968,0,0,0,0,0,0,0,0
Gm14970,1,5,1,3,2,0,0,1
Gm14971,0,0,0,0,0,0,0,0
Gm14972,0,1,1,0,0,0,0,0
Gm14973,0,1,0,0,0,0,0,0
Gm14974,0,0,0,0,0,0,0,0
Gm14975,0,0,0,0,0,0,0,0
Gm14976,0,0,0,4,5,0,0,0
Gm14977,0,0,0,0,0,0,0,0
Gm14978,0,0,0,0,0,0,0,0
Gm14979,0,0,0,1,0,0,0,0
Gm14980,0,0,0,0,1,0,1,0
Gm14981,0,0,0,0,1,0,0,0
Gm14982,0,0,0,0,0,0,0,0
Gm14983,0,0,0,0,0,0,0,0
Gm14984,1,2,0,2,0,1,0,0
Gm14985,0,0,0,0,0,0,0,0
Gm14986,0,0,0,0,0,0,0,0
Gm14987,0,1,0,0,2,0,0,0
Gm14988,0,0,4,0,0,0,0,0
Gm14989,0,0,0,1,1,0,0,0
Gm14990,0,0,0,0,0,0,0,0
Gm14991,0,0,0,0,0,0,0,0
Gm14992,0,0,0,0,0,0,0,0
Gm14993,0,0,0,0,0,0,0,0
Gm14994,0,0,0,0,0,0,0,0
Gm14995,0,0,0,0,0,0,0,0
Gm14996,0,0,0,0,0,0,0,0
Gm14997,0,0,0,0,0,0,0,0
Gm14998,0,0,0,0,0,0,0,0
Gm14999,0,0,0,0,0,0,0,0
Gm15000,0,1,0,0,6,0,0,0
Gm15001,0,1,0,0,0,0,0,0
Gm15002,0,0,0,0,0,0,0,0
Gm15003,0,0,0,0,0,0,0,0
Gm15004,0,0,0,0,0,0,0,0
Gm15005,0,0,0,0,0,0,0,0
Gm15006,0,0,0,0,0,0,0,0
Gm15007,0,0,0,0,0,0,0,0
Gm15008,1,0,0,0,0,0,0,0
Gm15009,0,0,0,0,0,0,0,0
Gm15010,0,0,0,0,1,0,0,0
Gm15011,0,1,0,0,1,0,0,0
Gm15012,0,0,0,0,0,0,0,0
Gm15013,16,12,9,6,6,11,1,1
Gm15014,0,0,0,0,1,0,0,0
Gm15015,0,0,0,0,0,0,0,0
Gm15016,0,0,0,0,0,0,0,0
Gm15017,0,0,0,0,0,0,0,0
Gm15018,0,0,0,0,0,0,0,0
Gm15019,0,0,1,0,0,1,0,0
Gm15020,0,0,0,0,0,0,0,0
Gm15021,0,0,0,0,1,0,0,0
Gm15022,0,0,0,0,0,0,0,0
Gm15023,0,0,0,0,0,0,0,0
Gm15025,0,0,0,0,0,0,0,0
Gm15026,0,1,0,1,1,0,0,0
Gm15027,0,0,0,0,0,0,0,0
Gm15028,0,0,0,0,0,0,0,0
Gm15029,0,0,0,0,0,0,0,0
Gm15030,0,0,0,0,0,0,0,0
Gm15031,0,0,0,0,0,0,0,0
Gm15032,0,0,0,0,0,0,0,0
Gm15033,0,0,0,0,1,0,0,0
Gm15034,1,1,1,1,0,0,0,1
Gm15036,0,0,0,0,0,0,0,0
Gm15037,0,0,0,0,0,0,0,0
Gm15038,0,0,0,0,0,0,0,0
Gm15039,0,0,0,0,0,0,0,0
Gm15040,1,1,0,0,1,0,0,0
Gm15041,0,0,0,0,0,0,0,0
Gm15042,0,0,0,0,0,0,0,0
Gm15043,0,0,0,0,0,0,0,0
Gm15044,0,0,0,0,0,0,0,0
Gm15045,0,0,0,0,0,0,0,0
Gm15046,0,0,0,0,0,0,0,0
Gm15047,0,0,0,0,0,0,0,0
Gm15048,0,0,0,0,0,0,0,0
Gm15049,7,8,1,2,3,2,2,3
Gm15050,1,1,0,0,0,0,0,0
Gm15054,0,0,0,0,0,0,0,0
Gm15056,0,0,0,0,0,0,0,0
Gm15057,1,0,0,1,0,0,0,0
Gm15058,0,0,0,0,1,0,0,0
Gm15060,0,0,0,0,0,0,0,0
Gm15061,0,0,0,0,0,0,0,0
Gm15062,0,0,0,0,1,0,0,0
Gm15063,0,2,1,3,0,0,2,0
Gm15065,7,8,1,4,4,0,0,0
Gm15066,0,0,0,0,0,0,0,0
Gm15067,0,0,0,0,0,0,0,0
Gm15068,0,0,0,0,0,0,0,0
Gm15069,0,0,0,0,0,0,0,0
Gm15071,0,0,0,0,0,0,0,0
Gm15073,0,0,0,0,0,0,0,0
Gm15074,0,0,0,0,0,0,0,0
Gm15075,0,0,0,0,0,0,0,0
Gm15076,0,0,0,0,0,0,0,0
Gm15077,0,0,0,1,0,0,0,0
Gm15078,0,0,0,1,0,0,0,0
Gm15079,0,0,0,0,0,0,0,1
Gm15080,0,0,0,0,0,0,0,0
Gm15081,0,0,0,0,0,0,0,0
Gm15082,0,1,0,0,0,0,0,0
Gm15083,0,0,0,0,0,0,0,0
Gm15084,0,0,0,0,0,0,0,0
Gm15085,0,0,0,0,0,0,0,0
Gm15086,0,0,0,0,0,0,0,0
Gm15087,0,0,0,0,0,0,0,0
Gm15088,0,0,0,0,0,0,0,0
Gm15089,0,0,0,0,0,0,0,0
Gm15090,0,0,0,0,0,0,0,0
Gm15091,0,0,0,0,0,0,0,0
Gm15092,0,0,0,0,0,0,0,0
Gm15093,0,0,0,0,0,0,0,0
Gm15094,0,0,0,0,0,0,0,0
Gm15095,0,0,0,0,0,0,0,0
Gm15096,0,0,0,0,0,0,0,0
Gm15097,0,0,0,0,1,0,0,0
Gm15098,0,0,0,0,0,0,0,0
Gm15099,0,0,0,0,0,0,0,0
Gm15100,0,0,0,0,0,0,0,0
Gm15101,0,0,0,0,0,0,0,0
Gm15102,0,0,0,0,0,0,0,0
Gm15103,0,0,0,0,0,0,0,0
Gm15104,0,0,0,0,0,0,0,0
Gm15105,0,0,0,0,0,0,0,0
Gm15106,0,0,0,0,0,0,0,0
Gm15107,0,0,0,0,0,0,0,0
Gm15108,0,0,0,0,0,0,0,0
Gm15109,0,0,0,0,0,0,0,0
Gm15110,0,0,0,0,0,0,0,0
Gm15111,0,0,0,0,0,0,0,0
Gm15112,0,0,0,0,0,0,0,0
Gm15113,0,0,0,0,0,0,0,0
Gm15114,0,0,0,0,0,0,0,0
Gm15115,0,0,0,0,0,0,0,0
Gm15116,0,0,0,0,0,0,0,0
Gm15120,0,0,0,0,0,0,0,0
Gm15122,10,12,17,12,11,7,3,8
Gm15123,0,0,0,0,0,0,0,0
Gm15124,0,1,0,0,3,0,0,0
Gm15125,0,0,0,0,0,0,0,0
Gm15126,0,0,0,0,0,0,0,0
Gm15127,0,0,0,0,0,0,0,0
Gm15128,0,0,0,0,0,0,0,0
Gm15129,0,0,0,0,0,0,0,0
Gm15130,0,0,0,0,0,0,0,0
Gm15131,2,2,0,0,1,1,1,0
Gm15132,0,0,0,0,0,0,0,0
Gm15133,126,117,51,44,54,71,37,58
Gm15136,0,3,0,0,3,0,0,0
Gm15137,0,0,0,0,1,0,0,0
Gm15138,0,0,0,0,0,0,0,0
Gm15140,0,0,0,0,0,0,0,0
Gm15141,0,0,0,0,0,0,0,0
Gm15142,0,0,0,0,0,0,0,0
Gm15143,0,0,0,0,0,0,0,0
Gm15147,0,0,0,0,0,0,0,0
Gm15148,5,7,7,4,7,4,5,5
Gm15149,0,0,0,0,0,0,0,0
Gm15151,1,1,0,0,0,0,0,0
Gm15152,0,0,0,0,0,0,0,0
Gm15153,0,0,0,2,0,0,0,0
Gm15154,0,0,0,0,0,0,0,1
Gm15155,0,0,0,0,0,0,0,0
Gm15156,0,1,0,0,0,0,0,0
Gm15157,0,1,0,0,0,0,0,0
Gm15158,0,0,0,0,0,0,0,0
Gm15159,0,0,0,0,0,0,0,0
Gm15160,0,0,0,0,0,0,0,0
Gm15161,0,0,0,0,0,0,0,1
Gm15162,0,0,0,0,0,0,0,0
Gm15163,439,477,202,211,250,197,141,178
Gm15164,0,0,0,0,0,0,0,0
Gm15165,0,0,0,0,0,0,0,0
Gm15166,0,0,0,0,0,0,0,0
Gm15167,0,0,0,0,0,0,0,0
Gm15168,0,0,0,0,0,0,0,0
Gm15169,1,1,0,2,0,0,3,0
Gm15170,0,0,0,0,0,0,0,0
Gm15171,0,0,0,0,0,0,0,0
Gm15172,0,0,0,0,0,0,0,0
Gm15173,0,0,0,0,0,0,0,0
Gm15175,0,0,0,0,0,0,0,0
Gm15176,0,0,0,0,0,0,0,0
Gm15177,0,0,0,0,0,0,0,0
Gm15178,0,0,0,0,1,0,0,0
Gm15179,0,0,0,0,0,0,0,0
Gm15180,0,1,0,0,1,0,0,0
Gm15181,0,0,0,0,0,0,0,0
Gm15182,0,0,0,1,0,0,0,0
Gm15183,0,0,0,0,0,0,0,0
Gm15185,0,0,0,0,0,0,0,0
Gm15186,2,6,0,2,4,1,0,2
Gm15187,0,0,0,0,0,0,0,0
Gm15188,0,0,0,0,0,0,0,0
Gm15189,0,0,0,0,0,0,0,0
Gm15190,141,139,43,54,45,48,45,42
Gm15191,6,12,1,3,3,7,8,9
Gm15192,0,0,0,0,0,0,0,0
Gm15193,0,1,2,2,4,0,0,0
Gm15194,0,0,0,0,0,0,0,0
Gm15195,0,0,0,0,0,0,0,0
Gm15196,0,0,0,0,0,0,0,0
Gm15197,3,7,3,7,8,2,2,2
Gm15198,1,1,1,1,1,0,0,0
Gm15199,0,0,0,0,0,0,0,0
Gm15200,0,0,0,0,0,0,0,0
Gm15201,1,2,0,0,0,5,0,0
Gm15202,0,0,0,0,0,0,0,0
Gm15203,0,0,0,0,0,0,0,0
Gm15204,19,7,5,6,5,2,6,6
Gm15205,0,0,0,0,0,0,0,0
Gm15206,0,0,0,0,0,0,0,0
Gm15207,1,0,0,0,0,0,0,0
Gm15208,0,0,0,0,0,0,0,0
Gm15209,0,0,0,0,0,0,0,0
Gm15210,606,512,286,341,371,423,326,399
Gm15211,0,0,0,0,0,0,0,0
Gm15212,0,0,0,0,0,0,0,0
Gm15213,0,0,0,0,0,0,0,0
Gm15214,0,0,0,0,0,0,0,0
Gm15215,0,0,0,0,0,0,0,0
Gm15216,0,0,0,0,0,0,0,0
Gm15217,0,0,0,0,1,0,0,0
Gm15218,0,0,0,0,1,0,0,0
Gm15220,0,0,1,0,0,0,1,0
Gm15221,0,0,0,0,0,0,0,0
Gm15222,0,0,0,0,0,0,0,0
Gm15223,0,2,0,0,1,0,0,0
Gm15224,0,0,0,0,0,0,0,0
Gm15225,0,1,0,0,0,0,0,0
Gm15226,0,0,0,1,0,0,0,0
Gm15227,0,0,0,0,0,0,0,0
Gm15228,1,3,0,0,4,6,4,4
Gm15229,0,0,0,0,4,2,0,0
Gm15230,1,1,0,0,0,0,0,0
Gm15231,0,0,0,0,0,0,0,0
Gm15232,631,713,233,307,303,190,112,113
Gm15233,0,0,0,0,0,0,0,0
Gm15234,1,9,0,1,0,5,5,8
Gm15235,0,0,0,0,0,0,0,0
Gm15236,0,0,1,0,0,0,0,0
Gm15237,0,0,0,0,1,0,0,0
Gm15238,1,1,0,0,1,0,0,0
Gm15239,0,1,0,0,1,0,0,0
Gm15240,0,0,0,0,0,0,0,0
Gm15241,0,0,0,0,0,0,0,0
Gm15242,0,0,0,0,0,0,0,0
Gm15243,0,0,0,0,0,0,0,0
Gm15244,0,0,0,0,0,0,0,0
Gm15245,0,0,0,0,0,0,0,0
Gm15246,4,0,1,0,2,4,0,0
Gm15247,1,0,2,1,0,0,0,0
Gm15251,0,0,0,0,0,0,0,0
Gm15252,0,0,0,0,0,0,0,0
Gm15254,0,0,0,0,0,0,0,0
Gm15256,0,0,0,0,0,0,0,0
Gm15257,0,0,0,0,0,0,0,0
Gm15258,0,0,0,0,0,0,0,0
Gm15259,0,0,0,0,0,0,0,0
Gm15260,0,0,0,0,0,0,0,0
Gm15261,36,34,41,14,30,40,21,33
Gm15262,0,0,0,0,6,0,0,0
Gm15263,0,0,0,0,0,0,0,0
Gm15264,0,0,0,0,0,0,2,0
Gm15265,24,36,17,22,33,13,11,14
Gm15266,0,0,0,0,0,0,0,0
Gm15267,86,123,46,35,51,55,41,66
Gm15268,0,0,0,0,1,0,0,0
Gm1527,0,0,0,0,1,0,0,0
Gm15270,0,0,0,0,0,0,0,0
Gm15271,0,0,0,0,0,0,0,0
Gm15272,0,0,0,0,0,0,0,0
Gm15273,0,0,0,0,0,0,0,0
Gm15274,0,0,0,0,0,0,0,0
Gm15275,0,0,0,0,0,0,0,0
Gm15276,0,0,0,0,0,0,0,0
Gm15279,0,0,0,0,0,0,0,0
Gm15280,0,0,0,0,0,0,0,0
Gm15281,0,0,0,0,0,0,0,0
Gm15282,0,0,0,0,0,0,0,0
Gm15283,4,10,4,4,1,2,4,3
Gm15285,57,31,15,11,14,19,9,19
Gm15286,0,0,0,0,1,0,0,1
Gm15287,1,0,0,0,0,0,0,0
Gm15288,0,0,0,0,0,0,0,0
Gm15289,0,0,0,1,0,0,0,0
Gm15290,0,0,0,0,0,3,2,1
Gm15292,0,0,0,0,0,0,0,0
Gm15293,0,0,0,0,0,0,0,0
Gm15294,0,2,0,0,1,0,0,1
Gm15295,0,0,0,0,0,0,0,0
Gm15297,0,0,0,0,0,0,0,0
Gm15298,0,0,0,0,0,0,0,0
Gm15300,0,0,0,0,0,0,0,0
Gm15302,0,7,0,4,4,0,0,0
Gm15303,0,0,0,0,0,0,0,0
Gm15304,0,1,0,0,0,0,0,0
Gm15305,0,0,0,0,0,0,0,0
Gm15309,0,0,0,0,0,0,0,0
Gm15310,0,0,0,0,0,0,0,0
Gm15311,0,0,0,0,0,0,0,0
Gm15312,0,0,0,0,0,0,0,0
Gm15313,0,0,0,0,0,0,0,0
Gm15314,0,2,0,1,2,0,0,0
Gm15316,0,0,0,0,0,0,0,0
Gm15317,0,0,0,0,0,0,0,0
Gm15318,0,0,0,0,0,0,0,0
Gm15319,0,0,0,0,2,0,1,0
Gm15320,0,0,0,0,0,0,0,0
Gm15321,0,0,0,0,0,0,0,0
Gm15322,0,0,0,0,0,0,0,0
Gm15323,0,0,0,0,0,0,0,0
Gm15324,0,0,0,0,0,0,0,0
Gm15325,0,1,0,3,0,0,0,0
Gm15326,142,144,59,52,78,98,34,85
Gm15327,2,4,0,2,3,0,0,0
Gm15328,0,4,0,0,5,0,0,0
Gm15329,0,0,0,0,0,0,0,0
Gm15331,0,0,0,0,0,0,0,0
Gm15332,0,0,0,0,0,0,0,0
Gm15333,0,1,1,1,3,0,0,0
Gm15334,4,12,4,5,5,4,2,4
Gm15335,0,0,0,0,0,0,0,0
Gm15336,29,17,17,18,13,3,5,4
Gm15337,17,13,15,6,8,16,7,9
Gm15338,0,0,0,0,0,0,0,0
Gm15339,0,0,0,0,0,0,0,0
Gm15340,0,0,0,0,0,0,0,0
Gm15341,2,3,0,0,0,0,0,1
Gm15342,40,33,41,36,17,6,7,13
Gm15343,0,0,0,0,0,0,0,0
Gm15344,30,27,29,32,20,17,15,19
Gm15345,1,0,0,0,0,4,1,1
Gm15346,0,0,0,0,1,0,0,0
Gm15347,1,3,3,0,0,0,0,0
Gm15348,0,0,0,0,0,0,0,0
Gm15349,0,0,0,0,0,0,0,0
Gm15350,0,0,0,0,1,0,0,0
Gm15351,0,0,0,0,0,0,0,0
Gm15352,0,1,0,0,0,0,0,0
Gm15353,0,0,0,0,0,0,0,0
Gm15354,0,0,0,0,0,2,0,0
Gm15355,0,0,0,0,0,0,0,0
Gm15356,2,2,0,0,1,3,1,0
Gm15357,0,0,0,0,0,0,0,0
Gm15358,0,0,2,0,0,0,0,0
Gm15359,3,5,3,0,4,2,0,3
Gm15361,900,856,525,416,532,498,399,439
Gm15362,0,0,0,0,0,0,0,0
Gm15363,0,0,0,0,0,0,0,0
Gm15364,0,0,0,0,0,0,0,0
Gm15365,1,0,1,0,0,0,0,1
Gm15366,0,1,1,0,1,0,0,0
Gm15367,3,6,5,7,8,0,1,1
Gm15368,4,1,0,0,4,0,0,0
Gm15369,0,0,0,1,0,0,0,0
Gm15370,0,0,0,1,0,0,0,0
Gm15371,2,0,4,4,3,0,0,0
Gm15372,0,0,6,2,1,0,0,0
Gm15373,0,0,0,0,0,0,0,0
Gm15374,0,1,0,1,1,0,0,0
Gm15375,0,0,0,0,0,0,0,0
Gm15376,0,0,0,0,0,0,0,0
Gm15377,0,0,0,0,0,0,0,0
Gm15378,4,2,0,0,0,0,0,5
Gm15379,4,1,0,1,0,0,0,4
Gm15381,2,0,0,0,0,0,0,0
Gm15382,0,0,0,0,0,1,0,0
Gm15383,0,0,0,0,0,0,0,0
Gm15384,1,1,0,0,1,0,1,0
Gm15385,0,0,0,0,0,0,0,0
Gm15387,0,0,0,0,0,1,1,0
Gm15388,0,0,0,0,0,0,0,0
Gm15389,0,0,0,0,0,0,0,0
Gm15390,0,0,0,0,0,0,0,0
Gm15391,0,0,0,0,0,0,0,0
Gm15392,3,3,6,1,3,0,2,2
Gm15393,1,0,0,0,0,0,0,0
Gm15394,0,0,0,0,0,0,0,0
Gm15395,0,0,0,0,0,0,1,0
Gm15396,1,1,0,0,0,1,0,0
Gm15397,0,0,0,0,0,0,1,0
Gm15398,0,0,0,0,1,0,0,0
Gm15399,0,0,0,0,0,0,0,0
Gm15400,0,0,0,0,0,0,0,0
Gm15401,0,1,0,0,0,1,0,2
Gm15402,0,2,0,1,1,0,0,0
Gm15403,0,0,0,0,0,0,1,0
Gm15404,0,0,0,0,0,0,0,0
Gm15406,0,0,0,0,0,0,0,0
Gm15407,0,0,0,0,1,0,1,0
Gm15408,3,3,0,2,2,6,5,2
Gm15409,0,0,0,0,0,3,0,1
Gm15410,0,0,0,0,0,0,0,0
Gm15411,24,23,31,47,18,55,22,32
Gm15412,0,0,0,0,0,0,0,0
Gm15413,0,2,0,0,0,0,0,0
Gm15414,0,0,0,0,0,0,0,0
Gm15416,0,0,0,0,0,0,0,0
Gm15417,73,44,32,32,27,56,49,53
Gm15418,0,0,0,0,0,0,0,0
Gm15419,0,0,0,0,0,0,0,0
Gm15420,7,2,0,0,4,0,1,6
Gm15421,25,45,15,21,20,18,12,12
Gm15422,0,1,0,1,0,0,0,0
Gm15423,10,1,6,8,4,3,2,3
Gm15425,5,3,2,4,4,1,1,7
Gm15426,0,0,0,0,0,0,0,0
Gm15427,2811,4161,1402,1289,1267,1774,1226,1437
Gm15428,22,8,1,6,0,24,21,11
Gm15429,30,32,16,15,14,26,46,38
Gm15432,21,20,8,5,4,3,4,7
Gm15433,0,1,0,0,0,0,0,0
Gm15440,162,136,96,141,137,59,120,153
Gm15441,105,48,26,21,29,38,19,25
Gm15442,0,0,0,1,0,1,1,0
Gm15443,85,87,33,31,41,37,23,32
Gm15444,0,0,0,0,0,0,0,0
Gm15445,31,59,33,50,45,22,17,24
Gm15446,459,417,208,217,262,345,178,250
Gm15448,2,15,0,0,0,37,15,10
Gm15452,17,16,4,6,4,15,10,9
Gm15453,306,294,128,137,111,276,197,226
Gm15454,2,1,0,0,0,5,6,2
Gm15455,26,29,7,9,14,12,19,13
Gm15457,0,3,0,0,6,0,0,1
Gm15458,0,1,0,0,0,0,0,0
Gm15459,63,53,19,22,26,12,19,19
Gm15460,2,2,0,0,2,0,0,0
Gm15461,0,0,0,0,0,0,0,0
Gm15462,0,5,1,0,4,0,0,0
Gm15464,3,5,1,2,1,1,0,1
Gm15465,0,0,0,0,0,0,0,0
Gm15466,0,6,2,2,1,4,1,3
Gm15467,4,1,0,0,1,7,0,2
Gm15469,0,0,0,0,0,0,0,0
Gm15470,8,11,4,10,18,19,10,8
Gm15471,0,0,0,0,0,0,0,0
Gm15472,30,39,19,23,18,33,16,21
Gm15473,73,51,40,31,43,17,12,21
Gm15475,0,1,0,0,1,0,0,0
Gm15476,0,0,0,0,0,0,0,0
Gm15477,8,12,8,10,13,1,12,8
Gm15478,2,6,9,4,0,0,0,5
Gm15479,0,0,0,0,0,0,0,0
Gm15480,3,1,0,6,1,4,2,0
Gm15481,0,0,0,0,0,0,0,0
Gm15482,0,0,0,0,0,0,0,0
Gm15483,3,5,3,1,1,0,0,0
Gm15484,49,76,30,36,36,48,35,37
Gm15485,0,0,0,0,0,0,0,0
Gm15486,0,0,0,0,0,0,0,0
Gm15487,65,68,33,12,11,65,55,44
Gm15488,0,0,0,2,0,2,0,0
Gm15489,18,13,2,8,18,17,12,16
Gm15490,0,0,0,0,0,0,0,0
Gm15491,0,3,0,0,0,0,0,0
Gm15492,5,5,2,4,6,10,1,3
Gm15493,0,0,1,0,0,0,0,0
Gm15494,0,0,0,0,0,0,0,0
Gm15495,1,3,0,0,2,0,1,0
Gm15496,0,0,0,0,0,0,0,0
Gm15497,26,14,6,9,22,17,2,2
Gm15498,1,3,0,0,1,0,1,0
Gm15499,0,0,0,0,0,0,0,0
Gm15500,748,941,413,406,376,620,454,535
Gm15501,175,313,114,118,121,142,122,135
Gm15502,0,0,0,1,0,0,0,2
Gm15503,4,4,0,5,2,5,3,3
Gm15504,0,1,0,0,0,0,0,0
Gm15506,209,239,83,79,127,113,48,68
Gm15507,0,0,0,0,0,0,0,0
Gm15508,0,1,0,0,0,0,0,0
Gm15509,1,0,0,2,0,0,0,0
Gm15510,6,1,7,6,1,4,9,2
Gm15511,0,0,0,1,0,0,0,0
Gm15512,0,3,1,1,1,4,3,1
Gm15513,3,2,0,1,3,11,11,11
Gm15515,0,0,1,0,1,0,0,0
Gm15516,0,1,0,1,1,0,0,0
Gm15517,0,0,0,0,0,0,0,0
Gm15518,800,763,377,397,384,32,23,30
Gm15519,806,660,303,315,314,452,397,393
Gm15520,1,1,0,1,1,0,0,0
Gm15521,0,0,0,0,0,0,0,0
Gm15522,4,9,3,0,3,0,1,2
Gm15523,2,1,0,0,1,7,9,8
Gm15524,0,0,0,0,0,0,0,0
Gm15526,3,5,3,0,1,2,4,0
Gm15527,23,44,31,26,23,47,27,20
Gm15528,1,1,0,0,0,1,2,2
Gm15529,0,0,0,0,2,0,0,0
Gm1553,0,0,0,0,0,0,0,0
Gm15530,6,7,7,3,1,6,0,0
Gm15531,2,1,1,0,1,0,0,0
Gm15532,0,0,0,0,0,0,0,0
Gm15533,0,0,0,3,0,0,0,0
Gm15534,0,1,0,0,1,0,0,0
Gm15535,12,10,12,3,10,4,3,1
Gm15536,5,3,0,2,1,1,3,2
Gm15537,2,1,3,1,2,1,0,0
Gm15538,0,1,0,0,0,0,0,0
Gm15539,5,6,2,1,1,2,0,1
Gm15540,0,0,0,0,1,0,0,0
Gm15541,0,1,0,3,0,0,0,0
Gm15542,842,731,486,447,512,406,283,334
Gm15543,0,0,0,0,0,0,0,1
Gm15544,2,1,0,2,0,1,0,4
Gm15545,70,81,34,34,36,44,27,34
Gm15546,0,0,0,0,0,0,0,0
Gm15547,1,2,0,0,0,1,0,0
Gm15549,4,9,4,8,4,9,0,8
Gm15550,9,13,11,18,19,11,5,0
Gm15551,0,0,0,0,0,0,0,0
Gm15553,0,0,0,0,0,0,0,0
Gm15554,1,1,0,2,1,0,0,2
Gm15555,0,0,0,0,0,0,0,0
Gm15556,2,0,0,1,0,0,0,0
Gm15557,0,0,0,0,0,0,0,0
Gm15558,4,17,1,5,1,5,1,4
Gm15559,59,70,34,41,60,15,14,27
Gm15560,6,12,4,18,20,4,2,4
Gm15561,0,0,0,1,0,0,0,2
Gm15562,0,1,0,0,2,0,0,0
Gm15563,0,1,4,1,3,0,0,1
Gm15564,15,29,84,82,80,62,43,52
Gm15565,0,0,0,0,0,0,0,0
