,Liver_ILC1_1,Liver_ILC1_2,Liver_ILC1_3,Liver_NK_1,Liver_NK_2,Liver_NK_3
2010204K13Rik,3,1,0,21,34,25
2010300C02Rik,1969,2382,2586,161,163,233
2010300F17Rik,129,196,179,68,173,101
2010308F09Rik,0,0,0,0,2,0
2010309G21Rik,0,0,0,0,0,0
2010310C07Rik,7,0,8,1,7,0
2010315B03Rik,1002,1104,1006,724,844,868
2010320M18Rik,75,91,82,81,93,162
2010320O07Rik,0,0,0,0,0,0
2200002A13Rik,0,0,0,0,0,0
2200002D01Rik,15,25,32,33,32,40
2200002J24Rik,0,0,0,0,0,0
2200007N16Rik,0,0,0,0,1,0
2210008F06Rik,1,0,1,2,0,2
2210010C04Rik,0,0,0,0,0,0
2210011C24Rik,61,38,69,9,7,11
2210011K15Rik,0,0,0,0,0,0
2210013O21Rik,373,442,388,272,365,337
2210016F16Rik,2131,2367,2258,2251,2640,2933
2210016L21Rik,926,1203,1031,701,977,946
2210017I01Rik,0,0,0,0,0,0
2210019I11Rik,0,0,0,0,0,0
2210406H18Rik,1,1,2,1,1,8
2210406O10Rik,1,1,2,0,2,2
2210407C18Rik,0,0,0,0,0,0
2210408F21Rik,7,5,9,14,12,19
2210408I21Rik,57,85,76,68,52,66
2210409E12Rik,0,0,0,0,0,0
2210411M09Rik,0,1,1,1,3,2
2210412B16Rik,0,0,0,0,1,0
2210414B05Rik,0,0,0,0,0,0
2210417A02Rik,0,0,0,1,1,2
2210418O10Rik,12,19,13,9,7,5
2210420H20Rik,0,0,0,0,0,0
2300002M23Rik,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0
2300009A05Rik,283,287,265,243,318,328
2310001H17Rik,401,474,442,592,628,807
2310001K20Rik,0,0,0,0,0,0
2310001K24Rik,1,0,0,2,1,1
2310002F09Rik,18,24,22,0,0,0
2310002L09Rik,0,0,0,0,0,0
2310003L06Rik,0,0,0,0,0,0
2310005A03Rik,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0
2310007B03Rik,0,0,0,0,0,0
2310008N11Rik,0,0,0,0,0,0
2310009A05Rik,177,219,172,271,323,298
2310009B15Rik,49,44,42,64,65,51
2310010J17Rik,30,35,40,29,30,26
2310011J03Rik,2172,2302,2496,2252,2583,2938
2310014F06Rik,0,0,0,0,0,0
2310015A10Rik,191,295,244,170,212,236
2310015D24Rik,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0
2310016D03Rik,0,0,0,0,0,0
2310016D23Rik,0,0,0,0,0,0
2310016G11Rik,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0
2310022A10Rik,1250,1391,1300,1292,1585,1509
2310022B05Rik,337,333,384,191,233,193
2310026I22Rik,0,3,2,0,0,0
2310026L22Rik,6,1,6,14,7,3
2310030A07Rik,0,0,0,0,0,0
2310030G06Rik,0,0,0,3,0,0
2310031A07Rik,1,3,2,4,9,6
2310033P09Rik,664,673,805,414,513,487
2310034C09Rik,0,0,0,0,0,0
2310034G01Rik,1,1,3,2,3,6
2310034O05Rik,0,0,0,0,0,0
2310035C23Rik,3859,3400,3816,2779,3020,3108
2310036O22Rik,2569,3032,2671,2857,3469,3397
2310039H08Rik,202,245,196,210,354,289
2310039L15Rik,0,0,0,0,0,0
2310040G07Rik,0,1,3,1,1,1
2310040G24Rik,0,0,0,0,4,0
2310043L19Rik,0,0,0,0,0,0
2310043M15Rik,6,9,16,1,11,2
2310043O21Rik,0,0,0,0,0,0
2310043P16Rik,242,268,267,256,342,320
2310044K18Rik,0,0,1,3,0,1
2310046K23Rik,0,0,0,0,0,0
2310047D07Rik,23,28,19,29,46,39
2310050C09Rik,0,0,0,0,0,0
2310057J18Rik,0,0,0,0,0,0
2310057M21Rik,850,867,793,742,684,788
2310057N15Rik,0,0,0,0,0,0
2310058D17Rik,25,33,23,20,29,51
2310061I04Rik,542,513,492,351,448,545
2310061N02Rik,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0
2310068J16Rik,7,13,5,2,2,8
2310069B03Rik,0,0,0,0,0,0
2310069G16Rik,0,0,0,0,0,0
2310074N15Rik,0,0,1,7,4,3
2310075C17Rik,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0
2310081O03Rik,0,0,0,0,0,0
2410002F23Rik,3340,3132,3943,2827,3609,3520
2410003L11Rik,9,7,8,6,1,2
2410004B18Rik,944,972,980,806,940,1052
2410004I01Rik,0,0,0,0,0,1
2410004P03Rik,4,15,9,15,11,17
2410006H16Rik,263,275,200,417,506,470
2410012E07Rik,0,0,0,0,0,0
2410015M20Rik,679,793,727,820,1077,1054
2410017I17Rik,0,0,3,0,0,0
2410018L13Rik,54,70,63,4,2,3
2410021H03Rik,0,0,0,0,0,0
2410022M11Rik,171,173,127,130,131,135
2410024N13Rik,0,0,0,0,0,0
2410080I02Rik,0,2,1,1,3,8
2410089E03Rik,825,834,659,640,885,690
2410124H12Rik,0,0,0,0,0,0
2410131K14Rik,631,649,728,567,499,641
2410137M14Rik,0,0,0,0,0,0
2410141K09Rik,0,0,0,0,0,0
2410152P15Rik,0,0,0,0,0,0
2500002B13Rik,26,4,12,26,26,21
2500004C02Rik,41,42,39,37,38,71
2510002D24Rik,1003,1053,1096,782,1001,1094
2510009E07Rik,90,141,153,23,39,22
2510016D11Rik,7,9,10,5,8,11
2510017J16Rik,28,25,9,14,9,21
2510039O18Rik,9514,10593,11403,9079,10777,11470
2510046G10Rik,113,85,99,128,99,118
2600006K01Rik,21,15,15,29,36,47
2600014E21Rik,0,0,0,0,0,0
2610001A08Rik,0,0,0,0,4,2
2610001J05Rik,1786,2011,1811,2013,2372,2480
2610002M06Rik,1425,1502,1403,1355,1495,1312
2610005L07Rik,62,77,83,37,73,44
2610008E11Rik,1823,1620,1728,1168,1340,1240
2610011E03Rik,0,0,0,0,0,0
2610012C04Rik,0,0,0,0,0,0
2610016A17Rik,0,0,0,0,0,0
2610020C07Rik,60,117,65,90,76,99
2610020F03Rik,0,0,0,0,0,0
2610020H08Rik,1884,1711,1964,634,860,936
2610021A01Rik,974,950,1086,754,605,679
2610024D14Rik,9,8,4,5,8,3
2610027F03Rik,0,0,0,0,0,0
2610027K06Rik,0,0,0,0,0,0
2610028E06Rik,0,0,0,0,0,0
2610028H24Rik,0,0,0,0,0,0
2610034O05Rik,0,0,0,0,0,0
2610035D17Rik,662,703,717,485,704,538
2610035F20Rik,0,0,0,0,0,0
2610037D02Rik,14,37,16,24,44,15
2610042L04Rik,0,0,0,0,0,0
2610044O15Rik8,757,698,847,522,506,614
2610105M22Rik,0,0,0,0,0,0
2610203C20Rik,0,0,0,0,0,0
2610203C22Rik,0,0,0,0,0,3
2610204G07Rik,1,1,1,0,2,3
2610206C17Rik,14,14,11,7,1,7
2610300A13Rik,0,0,0,0,0,0
2610301B20Rik,305,384,361,329,340,319
2610303G11Rik,0,0,0,0,0,0
2610306M01Rik,48,63,68,54,46,67
2610306O10Rik,0,1,0,3,1,2
2610307P16Rik,0,0,2,0,0,0
2610316D01Rik,0,0,0,0,0,0
2610318N02Rik,46,39,48,90,90,87
2610507B11Rik,14082,14128,13031,10768,13299,11814
2610507I01Rik,149,143,152,100,81,124
2610509F24Rik,1,0,0,4,2,7
2610524H06Rik,186,230,253,299,328,311
2610528A11Rik,0,1,0,1,1,2
2610528J11Rik,0,0,0,0,0,0
2700012I20Rik,1,7,8,4,14,12
2700016F22Rik,5,7,5,9,5,2
2700029L08Rik,3,10,5,11,2,6
2700033N17Rik,0,0,0,0,0,0
2700038G22Rik,47,63,41,65,66,96
2700046A07Rik,0,0,0,0,0,0
2700046G09Rik,1,0,0,0,0,0
2700049A03Rik,1131,1343,1374,974,1166,951
2700060E02Rik,1644,2040,1527,2085,2262,2275
2700062C07Rik,388,386,453,268,275,346
2700068H02Rik,0,1,0,0,0,0
2700069I18Rik,0,0,0,0,0,0
2700078F05Rik,0,0,0,0,0,0
2700080J24Rik,0,0,0,0,0,0
2700081O15Rik,6,23,3,2,21,1
2700089I24Rik,0,0,0,0,0,0
2700097O09Rik,382,350,396,249,281,364
2700099C18Rik,33,32,40,38,44,55
2810001G20Rik,398,376,356,291,434,460
2810002D19Rik,463,502,475,504,636,570
2810004N23Rik,1150,1233,1248,1074,1197,1356
2810006K23Rik,430,381,497,946,1090,1111
2810013P06Rik,1589,1745,1661,1392,1648,1773
2810021J22Rik,815,960,1067,574,688,750
2810025M15Rik,33,45,30,64,94,99
2810029C07Rik,12,13,10,7,20,21
2810030D12Rik,0,0,0,0,0,0
2810032G03Rik,0,0,0,0,0,0
2810039B14Rik,90,106,84,81,117,99
2810047C21Rik1,0,0,0,2,0,0
2810049E08Rik,0,0,0,0,0,0
2810402E24Rik,140,181,138,146,144,190
2810403A07Rik,6168,5785,6830,4723,5632,5488
2810403D21Rik,77,58,50,67,69,62
2810404F17Rik,0,0,0,0,0,0
2810404M03Rik,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0
2810405F17Rik,58,43,28,30,70,18
2810407A14Rik,0,0,0,3,0,0
2810408A11Rik,39,49,59,16,41,45
2810408I11Rik,29,27,18,18,10,23
2810410L24Rik,0,0,0,0,0,0
2810414N06Rik,26,40,27,36,42,54
2810425M01Rik,6,2,4,17,24,12
2810428I15Rik,638,775,601,530,640,631
2810428J06Rik,0,12,3,26,11,17
2810429I04Rik,0,0,0,4,0,1
2810430I11Rik,0,0,0,0,0,0
2810432F15Rik,0,0,0,0,0,0
2810433D01Rik,0,0,0,0,0,0
2810442N19Rik,0,0,0,0,0,0
2810454H06Rik,25,47,26,45,42,45
2810455O05Rik,53,66,75,27,42,35
2810459M11Rik,6,15,4,25,62,49
2810468N07Rik,70,54,81,109,141,133
2810471M01Rik,0,0,0,0,0,0
2810474O19Rik,7820,7877,7570,6120,6337,6333
2900002M20Rik,0,0,0,0,0,0
2900005J15Rik,1,1,0,35,39,60
2900009J06Rik,0,0,0,0,0,1
2900011O08Rik,3,0,3,0,0,2
2900018N21Rik,0,1,0,2,11,3
2900022M07Rik,0,0,0,0,0,0
2900026A02Rik,10484,10077,9258,527,364,386
2900027M19Rik,0,0,0,0,0,0
2900035J10Rik,0,0,0,0,0,0
2900037B21Rik,0,0,0,0,0,0
2900041M22Rik,91,106,76,33,31,43
2900042K21Rik,0,0,0,0,0,0
2900052L18Rik,7,3,4,3,9,13
2900052N01Rik,0,0,0,0,0,0
2900055J20Rik,0,0,0,0,0,0
2900060B14Rik,55,38,27,40,72,44
2900064F13Rik,0,0,0,0,0,0
2900064K03Rik,0,0,0,0,0,0
2900069G24Rik,0,0,0,0,0,0
2900072N19Rik,0,0,0,0,0,0
2900076A07Rik,164,179,199,147,181,172
2900076G11Rik,1,0,0,0,1,3
2900079G21Rik,0,0,0,0,0,0
2900089D17Rik,2,2,2,4,2,7
2900092C05Rik,0,0,0,0,0,0
2900092N22Rik,0,0,0,0,0,0
2900092O11Rik,0,0,0,1,0,0
2900093K20Rik,26,22,15,39,63,47
2900097C17Rik,367,363,401,279,313,300
3000002C10Rik,85,84,79,32,54,42
3010001F23Rik,0,0,0,0,0,0
3010003L21Rik,50,38,31,85,72,52
3100002H09Rik,0,0,0,0,0,0
3100003L05Rik,0,0,0,0,0,0
3110001I22Rik,263,266,222,192,219,198
3110002H16Rik,2854,3177,3339,3225,3847,4428
3110004A20Rik,0,0,0,0,0,0
3110009E18Rik,92,88,110,121,164,159
3110018I06Rik,0,0,0,0,0,0
3110021N24Rik,0,0,0,0,0,0
3110031N09Rik,1,0,0,0,1,2
3110035E14Rik,0,0,0,0,0,0
3110039M20Rik,0,0,0,0,0,0
3110040N11Rik,338,413,351,458,473,426
3110043O21Rik,135,205,238,166,179,153
3110045C21Rik,3,0,4,6,3,1
3110053B16Rik,25,35,28,21,23,11
3110056K07Rik,185,246,235,195,276,298
3110062G12Rik,1,0,0,0,0,5
3110062M04Rik,93,132,137,98,166,136
3110067C02Rik,2,2,6,6,0,0
3110070M22Rik,16,14,16,12,17,24
3110079O15Rik,0,0,0,0,0,0
3110080E11Rik,0,0,0,0,0,0
3110080O07Rik,0,0,0,8,3,2
3110082I17Rik,30,31,44,90,135,80
3110082J24Rik,0,0,0,0,0,0
3110083C13Rik,41,43,46,22,16,20
3110099E03Rik,0,0,0,0,0,0
3222401L13Rik,4,10,17,0,2,10
3300002A11Rik,0,0,0,0,1,0
3300002I08Rik,69,68,75,44,39,45
3300002P13Rik,0,0,0,2,0,10
3300005D01Rik,0,0,0,2,4,0
3425401B19Rik,0,0,0,0,0,0
3632451O06Rik,0,1,0,0,0,0
3632454L22Rik,0,0,2,0,0,1
3830403N18Rik,23,32,61,44,60,60
3830406C13Rik,1998,2016,2140,1469,1739,1460
3830408C21Rik,3,4,1,2,1,1
3830417A13Rik,0,0,0,0,0,0
3830422I06Rik,0,0,0,0,0,0
3830432H09Rik,6,0,0,0,5,5
3930402G23Rik,0,0,0,1,0,1
4430402I18Rik,18,15,18,38,85,80
4631405J19Rik,7,18,9,13,11,10
4631405K08Rik,0,0,0,0,0,0
4632404H12Rik,122,150,150,181,152,155
4632404M16Rik,0,0,0,0,0,0
4632411P08Rik,7,2,1,0,1,0
4632415L05Rik,400,427,490,349,414,371
4632427E13Rik,1411,1507,1481,1053,1225,1313
4632428C04Rik,2,6,5,15,54,44
4632432E15Rik,0,0,0,0,0,0
4633401B06Rik,9,4,7,2,5,20
4731419I09Rik,0,4,1,0,0,0
4732414G09Rik,2,0,0,0,0,0
4732416N19Rik,31,33,35,46,81,68
4732419C18Rik,0,0,0,0,0,0
4732440D04Rik,235,204,231,199,308,170
4732463B04Rik,0,0,0,0,0,0
4732465J04Rik,3,0,0,4,1,2
4732471J01Rik,5,6,6,1,3,5
4732487G21Rik,230,197,180,194,217,263
4732490B19Rik,0,0,1,0,0,0
4732491K20Rik,18,14,15,8,12,8
4732496C06Rik,0,0,0,0,0,0
4831440E17Rik,20,21,18,12,19,23
4833403J16Rik,173,148,164,120,148,137
4833404L02Rik,0,0,0,0,0,0
4833407H14Rik,913,855,867,2008,2589,2793
4833411C07Rik,0,0,0,0,0,0
4833412C05Rik,0,0,0,0,0,0
4833412K13Rik,22,18,30,9,17,26
4833413E03Rik,1,2,0,0,0,0
4833413G10Rik,17,9,15,12,8,21
4833417C18Rik,32,26,22,16,32,29
4833418N02Rik,58,55,79,82,118,121
4833418N17Rik,0,0,0,0,0,0
4833420G17Rik,2673,2656,2572,2294,2786,2925
4833421G17Rik,7,15,15,11,8,3
4833421K07Rik,0,0,0,0,0,0
4833422C13Rik,7,6,10,4,15,11
4833422M21Rik,0,3,0,0,0,1
4833423E24Rik,0,0,0,0,0,0
4833427F10Rik,0,0,0,0,0,0
4833427G06Rik,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0
4833439L19Rik,3730,3721,4809,3678,4294,4397
4833445I07Rik,40,41,58,18,34,22
4921501E09Rik,0,0,0,0,0,0
4921504A21Rik,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0
4921507G05Rik,0,0,0,0,0,0
4921507P07Rik,9,11,10,4,3,5
4921508D12Rik,0,0,0,0,0,0
4921508M14Rik,0,0,0,0,0,0
4921509A06Rik,0,0,0,0,0,0
4921509C19Rik,0,0,0,0,0,0
4921511C10Rik,18,14,29,23,45,24
4921511C20Rik,0,0,0,0,0,0
4921511E07Rik,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0
4921513D11Rik,5,9,6,1,3,5
4921513I03Rik,0,0,0,0,0,2
4921513I08Rik,0,0,0,0,0,0
4921514A10Rik,7,2,3,13,3,7
4921515E04Rik,0,0,0,0,0,0
4921517D22Rik,0,0,0,0,0,0
4921518K17Rik,0,0,0,0,0,0
4921521D15Rik,0,0,0,0,0,0
4921522P10Rik,0,4,1,0,0,1
4921523L03Rik,0,0,0,0,1,1
4921524J17Rik,1243,1307,1399,1157,1149,1168
4921524L21Rik,0,0,0,0,0,0
4921527H02Rik,0,1,0,0,3,0
4921528I07Rik,0,0,0,0,0,0
4921529L05Rik,0,0,0,0,0,0
4921530L21Rik,0,0,0,0,0,0
4921531C22Rik,181,144,170,162,167,196
4921534H16Rik,0,0,0,0,0,0
4921536K21Rik,0,1,0,0,8,1
4921539E11Rik,0,0,0,0,0,0
4921539H07Rik,0,1,0,0,0,0
4922502D21Rik,0,0,0,0,0,0
4922502N22Rik,0,0,0,0,0,0
4930401G09Rik,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0
4930402C01Rik,0,0,0,0,0,0
4930402F06Rik,1,0,0,0,0,0
4930402F11Rik,0,0,0,0,0,0
4930402H05Rik,0,0,0,0,0,0
4930402H24Rik,1362,1407,1320,719,1063,724
4930402K13Rik,0,0,0,0,0,0
4930403D09Rik,1,0,1,3,1,1
4930403P22Rik,7,11,5,9,10,11
4930404A12Rik,0,0,0,0,0,0
4930404H24Rik,0,0,0,0,0,0
4930404I05Rik,19,11,13,21,13,18
4930404N11Rik,11,18,9,12,11,11
4930405A21Rik,5,4,6,2,10,6
4930405D11Rik,0,0,0,0,0,0
4930405G09Rik,0,0,0,0,0,0
4930405H06Rik,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0
4930405N21Rik,0,0,0,0,0,0
4930405O22Rik,2,2,3,0,8,0
4930406D18Rik,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,0
4930407I10Rik,0,0,0,0,0,0
4930408K08Rik,0,0,0,0,0,0
4930408O17Rik,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0
4930412C18Rik,0,0,0,9,0,0
4930412E21Rik,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0
4930412F12Rik,14,19,25,8,23,8
4930412L05Rik,3,0,0,0,0,0
4930412M03Rik,35,40,30,31,36,58
4930412O13Rik,0,0,0,0,0,0
4930413E15Rik,0,0,0,0,0,0
4930413G21Rik,13,7,8,16,14,11
4930415F15Rik,3,6,7,5,1,0
4930415H17Rik,0,0,0,0,0,0
4930415L06Rik,0,0,0,0,0,0
4930415O20Rik,0,0,0,0,0,0
4930417H01Rik,0,0,0,0,6,0
4930417O13Rik,5,12,4,18,24,9
4930417O22Rik,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0
4930420N18Rik,0,0,0,0,0,0
4930421C12Rik,0,0,0,0,0,0
4930421P07Rik,0,0,0,0,0,0
4930422C21Rik,0,0,0,0,0,0
4930422M22Rik,1,3,3,0,5,3
4930423C22Rik,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0
4930425L21Rik,0,0,0,0,0,0
4930425O10Rik,0,0,0,0,0,0
4930426D05Rik,0,0,0,1,0,2
4930426I24Rik,0,4,0,3,2,2
4930426L09Rik,17,9,2,4,8,3
4930427A07Rik,1237,1223,1451,502,491,504
4930428N03Rik,0,0,0,0,0,0
4930428O21Rik,70,65,92,69,79,68
4930429D17Rik,0,0,0,0,0,0
4930429F24Rik,2,3,2,2,1,0
4930429H19Rik,0,0,0,0,0,0
4930429P21Rik,0,0,0,0,0,0
4930430A15Rik,0,0,0,0,0,0
4930430E12Rik,0,0,0,0,0,0
4930430F08Rik,198,216,235,229,284,227
4930430O22Rik,0,0,0,0,0,0
4930431F12Rik,0,0,0,0,1,0
4930431L21Rik,0,0,0,0,0,0
4930431P03Rik,446,323,334,107,110,122
4930431P19Rik,136,139,131,87,131,119
4930432B10Rik,0,0,0,1,2,1
4930432E11Rik,0,0,0,0,0,0
4930432H08Rik,0,0,0,0,0,0
4930432K21Rik,58,37,72,24,23,41
4930432L08Rik,0,0,0,0,0,0
4930432M17Rik,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0
4930433I11Rik,0,0,0,0,0,0
4930433J02Rik,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0
4930434B07Rik,0,0,0,0,0,0
4930434O05Rik,0,0,0,0,0,0
4930435C17Rik,0,0,0,1,0,0
4930435E12Rik,0,0,0,0,0,0
4930435N07Rik,0,0,0,0,0,0
4930438A08Rik,0,0,0,0,0,0
4930438E09Rik,0,0,0,0,0,0
4930439A04Rik,19,8,18,6,5,4
4930439D14Rik,1,2,2,0,0,0
4930440C22Rik,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,0,0
4930441H08Rik,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0
4930442H23Rik,1,4,1,2,3,0
4930442J19Rik,0,0,0,0,0,0
4930442L01Rik,6,2,3,0,0,0
4930442P19Rik,0,0,0,0,0,0
4930443G03Rik,0,0,0,0,0,0
4930443O20Rik,0,0,0,0,0,0
4930444A19Rik,101,71,57,77,100,100
4930444E06Rik,0,0,1,0,0,0
4930444G20Rik,0,0,0,0,0,0
4930444M15Rik,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,1
4930445B16Rik,0,0,0,0,0,0
4930445N08Rik,0,0,0,0,0,0
4930445N18Rik,0,0,0,0,0,0
4930447A16Rik,0,0,0,0,0,0
4930447C04Rik,2,0,0,0,8,3
4930447C11Rik,0,0,0,0,0,0
4930447F04Rik,0,0,0,0,0,0
4930447F24Rik,9,7,12,9,15,19
4930447M23Rik,0,0,0,0,0,0
4930447N08Rik,0,0,0,1,0,1
4930448A20Rik,0,0,0,0,0,0
4930448D08Rik,0,0,0,0,0,0
4930448E22Rik,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,1
4930448I06Rik,0,0,0,0,0,0
4930448I18Rik,0,0,0,0,0,0
4930448K20Rik,0,0,0,0,0,0
4930449A18Rik,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0
4930449I04Rik,0,0,1,0,0,0
4930449I24Rik,0,0,0,0,0,0
4930451E10Rik,5,6,5,0,5,3
4930451G09Rik,9,5,5,5,3,1
4930451I11Rik,0,0,0,0,0,0
4930452B06Rik,0,0,0,0,2,2
4930452N14Rik,0,0,0,0,0,0
4930453H23Rik,0,0,0,0,0,0
4930453L07Rik,0,1,0,0,0,0
4930453N24Rik,3773,4143,3750,3519,4017,3732
4930453O03Rik,0,0,0,0,0,0
4930455B14Rik,2,0,0,0,0,0
4930455D15Rik,0,0,0,0,0,0
4930455G09Rik,2,5,0,8,17,21
4930455H04Rik,0,0,0,0,0,0
4930456G14Rik,0,0,0,0,0,0
4930456L15Rik,0,0,0,0,0,0
4930458B22Rik,0,0,0,0,0,0
4930458D05Rik,19,12,7,0,2,0
4930459L07Rik,0,0,0,0,0,0
4930461C15Rik,0,0,0,0,0,0
4930461G14Rik,0,0,0,0,0,0
4930463O16Rik,0,0,0,0,0,0
4930465I24Rik,0,0,0,0,0,0
4930465K10Rik,2,1,0,3,1,4
4930465M20Rik,0,0,0,0,0,0
4930466I24Rik,2,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0
4930467E23Rik,0,0,0,0,0,0
4930467K11Rik,0,1,0,0,0,0
4930469B13Rik,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,0,0
4930469K13Rik,0,2,2,1,0,1
4930470B04Rik,0,0,0,0,0,0
4930470G03Rik,0,0,0,2,0,0
4930470O06Rik,0,0,0,0,0,0
4930470P17Rik,0,0,0,0,0,0
4930471C04Rik,0,0,1,0,0,0
4930471C06Rik,0,0,0,0,0,0
4930471D02Rik,0,0,0,0,0,0
4930471M09Rik,3,0,0,0,0,0
4930473A02Rik,3,1,10,5,4,3
4930473D10Rik,0,0,0,2,0,0
4930474B08Rik,0,0,0,0,0,0
4930474H06Rik,0,0,0,0,0,0
4930474N05Rik,0,0,0,0,0,0
4930477E14Rik,0,0,0,0,0,0
4930477O15Rik,0,4,0,0,0,0
4930478K11Rik,0,0,0,0,0,0
4930478M09Rik,15,22,21,13,10,12
4930478P22Rik,0,0,0,0,0,0
4930479D17Rik,0,3,4,0,2,2
4930480E11Rik,0,0,0,0,0,0
4930480G23Rik,0,0,0,0,0,0
4930480K02Rik,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0
4930480K23Rik,138,107,68,55,46,61
4930481A15Rik,198,238,255,248,235,339
4930481B07Rik,23,20,22,25,42,37
4930483J18Rik,0,0,0,4,2,6
4930483K19Rik,16,16,11,0,1,2
4930483O08Rik,0,0,0,0,0,0
4930486F22Rik,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0
4930486L24Rik,373,391,355,465,512,544
4930486N12Rik,0,0,0,0,0,0
4930487D11Rik,0,0,0,0,0,0
4930488B22Rik,0,0,0,0,0,0
4930488L21Rik,0,1,0,0,0,0
4930488N15Rik,2,0,0,0,0,0
4930488N24Rik,0,0,0,0,0,0
4930500F04Rik,0,0,0,0,0,0
4930500F10Rik,1,1,2,0,1,1
4930500L23Rik,0,0,0,0,0,0
4930500M09Rik,8,10,11,12,8,12
4930502C17Rik,0,0,0,0,0,0
4930502E09Rik,0,0,1,0,0,1
4930502E18Rik,0,0,0,0,0,0
4930503B20Rik,0,0,0,1,0,1
4930503E14Rik,0,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0
4930503L19Rik,4195,4521,4791,1233,1243,1297
4930503O07Rik,0,0,0,0,0,0
4930504D19Rik,0,0,0,0,0,0
4930504O13Rik,0,0,0,0,0,0
4930505A04Rik,0,0,0,0,0,0
4930505G20Rik,0,0,0,0,0,0
4930505K14Rik,0,0,0,0,0,0
4930505M18Rik,0,0,0,0,0,0
4930505N22Rik,4,18,3,7,5,9
4930505O20Rik,0,0,0,0,0,0
4930506C21Rik,0,6,8,5,0,4
4930507D05Rik,0,0,2,2,2,9
4930507D10Rik,0,0,0,0,0,0
4930509E16Rik,5,5,19,0,3,1
4930509G22Rik,0,4,0,1,3,9
4930509H03Rik,42,44,41,23,39,16
4930509J09Rik,0,0,0,0,0,0
4930509K18Rik,0,0,0,0,0,0
4930510E17Rik,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0
4930511E03Rik,0,0,0,0,0,0
4930511M06Rik,0,1,0,3,4,0
4930511M18Rik,0,0,0,0,0,0
4930511O05Rik,0,0,0,0,0,0
4930512B01Rik,1,0,0,0,0,0
4930512H18Rik,11,13,9,0,0,0
4930512M02Rik,0,0,0,0,0,0
4930512P04Rik,1,0,0,1,0,1
4930513D17Rik,0,0,0,0,0,0
4930513N10Rik,66,38,40,58,51,62
4930513N20Rik,1,3,0,0,0,0
4930513O06Rik,0,0,0,0,0,0
4930515B02Rik,1,4,3,0,1,0
4930515G01Rik,72,57,91,49,45,66
4930515G13Rik,0,0,0,0,0,0
4930515G16Rik,0,0,0,0,0,0
4930515L19Rik,0,0,0,0,0,0
4930516B21Rik,0,0,0,0,0,0
4930516K23Rik,0,0,0,0,0,0
4930517E11Rik,0,0,0,0,0,0
4930517G19Rik,3,0,2,4,0,1
4930517J16Rik,0,0,0,0,0,0
4930517L18Rik,0,0,0,0,0,0
4930517O19Rik,0,0,0,3,1,3
4930518C09Rik,0,0,0,0,0,0
4930518I15Rik,38,48,49,25,52,43
4930518I17Rik,0,0,0,0,0,0
4930518J20Rik,0,0,0,0,0,0
4930518J21Rik,0,0,0,0,0,0
4930519A11Rik,0,0,0,0,0,0
4930519D14Rik,0,0,0,0,0,0
4930519E07Rik,0,0,0,0,0,0
4930519F09Rik,1,2,1,0,0,0
4930519F16Rik,0,0,0,0,0,0
4930519F24Rik,0,0,0,0,0,0
4930519G04Rik,0,0,0,0,0,0
4930519H02Rik,0,0,0,0,0,0
4930519L02Rik,0,0,0,0,0,0
4930519P11Rik,6,4,2,3,12,4
4930520M14Rik,2,0,3,1,2,2
4930520O04Rik,23,15,13,24,19,17
4930521E06Rik,0,0,0,0,0,0
4930522H14Rik,0,0,0,0,0,0
